owner,ip_or_cidr,ptr_record,asn,asn_description,country,network_name,network_cidr
bufferoverrun_v4,45.79.181.104/32,monaco.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.181.179/32,andorra.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.181.251/32,guernsey.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.186.176/32,angkor.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.191.178/32,manila.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.181.94/32,luxembourg.scan.bufferover.run,,,,,
bufferoverrun_v4,50.116.59.19/32,knossos.scan.bufferover.run,,,,,
bufferoverrun_v4,45.79.181.223/32,malta.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,45.79.0.0/16
bufferoverrun_v4,97.107.133.213/32,olous.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,97.107.128.0/20
bufferoverrun_v4,66.175.213.4/32,vilnius.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,66.175.208.0/20
bufferoverrun_v4,69.164.214.243/32,giza.scan.bufferover.run,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,LINODE,69.164.192.0/19
bufferoverrun_v4,66.228.40.98/32,lagos.scan.bufferover.run,,,,,
bufferoverrun_v4,97.107.141.150/32,ur.scan.bufferover.run,,,,,
intrinsec_v4,51.254.59.112/28,scan017.intrinsec.com,16276,"OVH, FR",FR,OVH_221953665,51.254.59.112/28
intrinsec_v4,46.105.132.32/27,scan049.intrinsec.com,16276,"OVH, FR",FR,OVH_242361665,46.105.132.32/27
intrinsec_v4,213.32.122.80/28,scan033.intrinsec.com,16276,"OVH, FR",FR,OVH_221955483,213.32.122.80/28
intrinsec_v4,51.38.12.12/30,scan013.intrinsec.com,16276,"OVH, FR",FR,OVH_174270574,51.38.12.12/30
intrinsec_v4,51.38.12.20/30,scan005.intrinsec.com,16276,"OVH, FR",FR,OVH_174270882,51.38.12.20/30
tenableasm_v4,164.68.102.233/32,vmi2450501.contaboserver.net,51167,"CONTABO, DE",DE,CONTABO,164.68.96.0/20
tenableasm_v4,207.244.236.30/32,vmi2546929.contaboserver.net,40021,"NL-811-40021, US",US,CONTA-48,207.244.224.0/19
tenableasm_v4,154.53.40.98/32,vmi2246549.contaboserver.net,40021,"NL-811-40021, US",US,COGENT-154-53-16,154.53.0.0/16
tenableasm_v4,207.244.235.11/32,vmi1842578.contaboserver.net,40021,"NL-811-40021, US",US,CONTA-48,207.244.224.0/19
tenableasm_v4,207.244.234.126/32,ip-126-234-244-207.static.contabo.net,40021,"NL-811-40021, US",US,USNET-207-244-234,207.244.234.0/24
tenableasm_v4,207.244.251.16/32,vmi2636667.contaboserver.net,,,,,
tenableasm_v4,207.244.249.143/32,vmi2557780.contaboserver.net,,,,,
tenableasm_v4,207.244.251.12/32,vmi1691178.contaboserver.net,,,,,
tenableasm_v4,207.244.251.14/32,vmi1691215.contaboserver.net,,,,,
tenableasm_v4,209.126.151.115/32,,,,,,
tenableasm_v4,209.126.151.114/32,,,,,,
tenableasm_v4,209.126.151.116/32,,,,,,
tenableasm_v4,209.126.151.119/32,,10439,"CARINET, US",US,CARINET-2,209.126.128.0/17
tenableasm_v4,209.126.151.120/32,,10439,"CARINET, US",US,CARINET-2,209.126.128.0/17
tenableasm_v4,209.126.151.118/32,,10439,"CARINET, US",US,CARINET-2,209.126.128.0/17
tenableasm_v4,209.126.151.117/32,,10439,"CARINET, US",US,CARINET-2,209.126.128.0/17
tenableasm_v4,209.126.151.122/32,,,,,,
tenableasm_v4,209.126.151.123/32,,,,,,
tenableasm_v4,209.126.151.124/32,,,,,,
tenableasm_v4,209.126.151.125/32,,,,,,
tenableasm_v4,209.126.151.121/32,,,,,,
tenableasm_v4,209.126.86.45/32,server.hostinghives.com,,,,,
tenableasm_v4,209.126.86.46/32,ip-46-86-126-209.static.contabo.net,,,,,
tenableasm_v4,209.126.87.66/32,b01.xmart.world,,,,,
tenableasm_v4,209.126.87.112/32,vmi2530424.contaboserver.net,,,,,
tenableasm_v4,209.126.87.68/32,ip-68-87-126-209.static.contabo.net,,,,,
tenableasm_v4,209.126.87.70/32,vmi2597973.contaboserver.net,,,,,
tenableasm_v4,209.126.87.73/32,ip-73-87-126-209.static.contabo.net,,,,,
tenableasm_v4,209.145.58.124/32,vmi1728720.contaboserver.net,,,,,
tenableasm_v4,209.126.87.72/32,ip-72-87-126-209.static.contabo.net,40021,"NL-811-40021, US",US,CONTA-48,209.126.80.0/21
tenableasm_v4,209.145.53.57/32,vmi1730602.contaboserver.net,,,,,
tenableasm_v4,3.101.216.102/32,ec2-3-101-216-102.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.100/32,ec2-3-101-216-100.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.101/32,ec2-3-101-216-101.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,209.145.59.230/32,vmi2637211.contaboserver.net,,,,,
tenableasm_v4,3.101.216.103/32,ec2-3-101-216-103.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.104/32,ec2-3-101-216-104.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.105/32,ec2-3-101-216-105.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.106/32,ec2-3-101-216-106.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.108/32,ec2-3-101-216-108.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.109/32,ec2-3-101-216-109.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.107/32,ec2-3-101-216-107.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.111/32,ec2-3-101-216-111.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.114/32,ec2-3-101-216-114.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.123/32,ec2-3-101-216-123.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.126/32,ec2-3-101-216-126.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.124/32,ec2-3-101-216-124.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.120/32,ec2-3-101-216-120.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.119/32,ec2-3-101-216-119.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.121/32,ec2-3-101-216-121.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.125/32,ec2-3-101-216-125.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.66/32,ec2-3-101-216-66.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.65/32,ec2-3-101-216-65.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.67/32,ec2-3-101-216-67.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.68/32,ec2-3-101-216-68.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.69/32,ec2-3-101-216-69.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.70/32,ec2-3-101-216-70.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.71/32,ec2-3-101-216-71.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.216.74/32,ec2-3-101-216-74.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.73/32,ec2-3-101-216-73.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.75/32,ec2-3-101-216-75.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.72/32,ec2-3-101-216-72.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.76/32,ec2-3-101-216-76.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.78/32,ec2-3-101-216-78.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.81/32,ec2-3-101-216-81.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.79/32,ec2-3-101-216-79.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.82/32,ec2-3-101-216-82.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.122/32,ec2-3-101-216-122.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.80/32,ec2-3-101-216-80.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.88/32,ec2-3-101-216-88.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.77/32,ec2-3-101-216-77.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.89/32,ec2-3-101-216-89.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.92/32,ec2-3-101-216-92.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.90/32,ec2-3-101-216-90.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.93/32,ec2-3-101-216-93.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.91/32,ec2-3-101-216-91.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.97/32,ec2-3-101-216-97.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.95/32,ec2-3-101-216-95.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.94/32,ec2-3-101-216-94.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.96/32,ec2-3-101-216-96.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.99/32,ec2-3-101-216-99.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.216.98/32,ec2-3-101-216-98.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.128/32,ec2-3-101-226-128.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.129/32,ec2-3-101-226-129.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.133/32,ec2-3-101-226-133.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.139/32,ec2-3-101-226-139.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.138/32,ec2-3-101-226-138.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.130/32,ec2-3-101-226-130.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.132/32,ec2-3-101-226-132.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.136/32,ec2-3-101-226-136.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.140/32,ec2-3-101-226-140.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.142/32,ec2-3-101-226-142.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.144/32,ec2-3-101-226-144.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.143/32,ec2-3-101-226-143.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.145/32,ec2-3-101-226-145.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.146/32,ec2-3-101-226-146.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.147/32,ec2-3-101-226-147.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.148/32,ec2-3-101-226-148.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.149/32,ec2-3-101-226-149.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.150/32,ec2-3-101-226-150.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.151/32,ec2-3-101-226-151.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.152/32,ec2-3-101-226-152.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.154/32,ec2-3-101-226-154.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.155/32,ec2-3-101-226-155.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.153/32,ec2-3-101-226-153.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.131/32,ec2-3-101-226-131.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.134/32,ec2-3-101-226-134.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.135/32,ec2-3-101-226-135.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.156/32,ec2-3-101-226-156.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.137/32,ec2-3-101-226-137.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.157/32,ec2-3-101-226-157.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.165/32,ec2-3-101-226-165.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.160/32,ec2-3-101-226-160.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.162/32,ec2-3-101-226-162.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.159/32,ec2-3-101-226-159.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.161/32,ec2-3-101-226-161.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.141/32,ec2-3-101-226-141.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.163/32,ec2-3-101-226-163.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.164/32,ec2-3-101-226-164.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.166/32,ec2-3-101-226-166.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.168/32,ec2-3-101-226-168.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.167/32,ec2-3-101-226-167.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.169/32,ec2-3-101-226-169.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.170/32,ec2-3-101-226-170.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.171/32,ec2-3-101-226-171.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.173/32,ec2-3-101-226-173.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.176/32,ec2-3-101-226-176.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.177/32,ec2-3-101-226-177.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.175/32,ec2-3-101-226-175.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.172/32,ec2-3-101-226-172.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.179/32,ec2-3-101-226-179.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.178/32,ec2-3-101-226-178.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.181/32,ec2-3-101-226-181.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.182/32,ec2-3-101-226-182.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.184/32,ec2-3-101-226-184.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.183/32,ec2-3-101-226-183.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.180/32,ec2-3-101-226-180.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.186/32,ec2-3-101-226-186.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.185/32,ec2-3-101-226-185.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.187/32,ec2-3-101-226-187.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.158/32,ec2-3-101-226-158.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.188/32,ec2-3-101-226-188.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.189/32,ec2-3-101-226-189.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.128/32,ec2-3-101-230-128.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.190/32,ec2-3-101-226-190.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.226.191/32,ec2-3-101-226-191.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.129/32,ec2-3-101-230-129.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.132/32,ec2-3-101-230-132.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.133/32,ec2-3-101-230-133.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.135/32,ec2-3-101-230-135.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.136/32,ec2-3-101-230-136.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.134/32,ec2-3-101-230-134.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.138/32,ec2-3-101-230-138.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.137/32,ec2-3-101-230-137.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.139/32,ec2-3-101-230-139.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.144/32,ec2-3-101-230-144.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.142/32,ec2-3-101-230-142.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.146/32,ec2-3-101-230-146.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.130/32,ec2-3-101-230-130.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.131/32,ec2-3-101-230-131.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.147/32,ec2-3-101-230-147.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.148/32,ec2-3-101-230-148.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.149/32,ec2-3-101-230-149.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.226.174/32,ec2-3-101-226-174.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.141/32,ec2-3-101-230-141.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.155/32,ec2-3-101-230-155.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.140/32,ec2-3-101-230-140.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.145/32,ec2-3-101-230-145.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.143/32,ec2-3-101-230-143.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.160/32,ec2-3-101-230-160.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.157/32,ec2-3-101-230-157.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.159/32,ec2-3-101-230-159.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.156/32,ec2-3-101-230-156.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.150/32,ec2-3-101-230-150.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.161/32,ec2-3-101-230-161.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.162/32,ec2-3-101-230-162.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.165/32,ec2-3-101-230-165.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.163/32,ec2-3-101-230-163.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.167/32,ec2-3-101-230-167.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.166/32,ec2-3-101-230-166.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.164/32,ec2-3-101-230-164.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.151/32,ec2-3-101-230-151.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.152/32,ec2-3-101-230-152.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.153/32,ec2-3-101-230-153.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.154/32,ec2-3-101-230-154.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.168/32,ec2-3-101-230-168.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.170/32,ec2-3-101-230-170.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.174/32,ec2-3-101-230-174.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.172/32,ec2-3-101-230-172.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.171/32,ec2-3-101-230-171.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.169/32,ec2-3-101-230-169.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.158/32,ec2-3-101-230-158.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.177/32,ec2-3-101-230-177.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.178/32,ec2-3-101-230-178.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.179/32,ec2-3-101-230-179.us-west-1.compute.amazonaws.com,,,,,
tenableasm_v4,3.101.230.183/32,ec2-3-101-230-183.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.173/32,ec2-3-101-230-173.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
tenableasm_v4,3.101.230.186/32,ec2-3-101-230-186.us-west-1.compute.amazonaws.com,16509,"AMAZON-02, US",US,AMAZON-SFO,3.101.0.0/16
